" 149180020","CHA£UPKI","Odra (1)","2009","01","1",128,10.200,99.9,"11"
" 149180020","CHA£UPKI","Odra (1)","2009","01","2",145,18.700,99.9,"11"
" 149180020","CHA£UPKI","Odra (1)","2009","01","3",171,35.800,99.9,"11"
" 149180020","CHA£UPKI","Odra (1)","2009","02","1",128,10.200,99.9,"12"
" 149180020","CHA£UPKI","Odra (1)","2009","02","2",155,25.700,99.9,"12"
" 149180020","CHA£UPKI","Odra (1)","2009","02","3",211,66.900,99.9,"12"
" 149180020","CHA£UPKI","Odra (1)","2009","03","1",127,9.850,99.9,"01"
" 149180020","CHA£UPKI","Odra (1)","2009","03","2",153,24.500,99.9,"01"
" 149180020","CHA£UPKI","Odra (1)","2009","03","3",257,109.000,99.9,"01"
" 149180020","CHA£UPKI","Odra (1)","2009","04","1",150,21.500,99.9,"02"
" 149180020","CHA£UPKI","Odra (1)","2009","04","2",176,39.900,99.9,"02"
" 149180020","CHA£UPKI","Odra (1)","2009","04","3",227,80.800,99.9,"02"
" 149180020","CHA£UPKI","Odra (1)","2009","05","1",203,60.500,99.9,"03"
" 149180020","CHA£UPKI","Odra (1)","2009","05","2",270,129.000,99.9,"03"
" 149180020","CHA£UPKI","Odra (1)","2009","05","3",434,364.000,99.9,"03"
" 149180020","CHA£UPKI","Odra (1)","2009","06","1",146,22.700,99.9,"04"
" 149180020","CHA£UPKI","Odra (1)","2009","06","2",205,70.000,99.9,"04"
" 149180020","CHA£UPKI","Odra (1)","2009","06","3",307,169.000,99.9,"04"
" 149180020","CHA£UPKI","Odra (1)","2009","07","1",130,13.900,99.9,"05"
" 149180020","CHA£UPKI","Odra (1)","2009","07","2",145,22.300,99.9,"05"
" 149180020","CHA£UPKI","Odra (1)","2009","07","3",171,39.000,99.9,"05"
" 149180020","CHA£UPKI","Odra (1)","2009","08","1",127,12.600,99.9,"06"
" 149180020","CHA£UPKI","Odra (1)","2009","08","2",204,78.400,99.9,"06"
" 149180020","CHA£UPKI","Odra (1)","2009","08","3",432,335.000,99.9,"06"
" 149180020","CHA£UPKI","Odra (1)","2009","09","1",156,28.800,99.9,"07"
" 149180020","CHA£UPKI","Odra (1)","2009","09","2",202,64.800,99.9,"07"
" 149180020","CHA£UPKI","Odra (1)","2009","09","3",323,188.000,99.9,"07"
" 149180020","CHA£UPKI","Odra (1)","2009","10","1",125,11.700,99.9,"08"
" 149180020","CHA£UPKI","Odra (1)","2009","10","2",139,19.100,99.9,"08"
" 149180020","CHA£UPKI","Odra (1)","2009","10","3",157,29.400,99.9,"08"
" 149180020","CHA£UPKI","Odra (1)","2009","11","1",120,9.550,99.9,"09"
" 149180020","CHA£UPKI","Odra (1)","2009","11","2",130,14.300,99.9,"09"
" 149180020","CHA£UPKI","Odra (1)","2009","11","3",154,27.500,99.9,"09"
" 149180020","CHA£UPKI","Odra (1)","2009","12","1",122,10.400,99.9,"10"
" 149180020","CHA£UPKI","Odra (1)","2009","12","2",154,28.500,99.9,"10"
" 149180020","CHA£UPKI","Odra (1)","2009","12","3",189,52.300,99.9,"10"
" 149180300","OLZA","Odra (1)","2009","01","1",128,19.800,99.9,"11"
" 149180300","OLZA","Odra (1)","2009","01","2",134,25.200,99.9,"11"
" 149180300","OLZA","Odra (1)","2009","01","3",152,40.600,99.9,"11"
" 149180300","OLZA","Odra (1)","2009","02","1",114,22.100,99.9,"12"
" 149180300","OLZA","Odra (1)","2009","02","2",147,39.000,99.9,"12"
" 149180300","OLZA","Odra (1)","2009","02","3",230,108.000,99.9,"12"
" 149180300","OLZA","Odra (1)","2009","03","1",106,17.500,99.9,"01"
" 149180300","OLZA","Odra (1)","2009","03","2",140,37.500,99.9,"01"
" 149180300","OLZA","Odra (1)","2009","03","3",261,139.000,99.9,"01"
" 149180300","OLZA","Odra (1)","2009","04","1",132,30.100,99.9,"02"
" 149180300","OLZA","Odra (1)","2009","04","2",170,55.800,99.9,"02"
